Unnamed: 0,Prompt,Completion
270,"Narrative: You antagonize Pearson. You: So what's for dinner? Dysentary again. Pearson: Hey, come on now. Narrative: You defuse the situation. You: Come on, I'm only kidding around. Pearson: How very amusing. Narrative: You antagonize Pearson.",You: No chance of getting fat around here. Pearson: Why have you got a problem with me.
172,Narrative: You antagonize Susan.,"You: You are one tough old boot, ain't you. Susan: Oh, shut up Arthur."
320,Narrative: You greet Hosea.,You: Hey. 
11,Narrative: You greet Dutch.,You: Morning.{greet}
147,Narrative: You greet Susan.,You: Hey there.
160,"Narrative: You antagonize Susan.You: I remember when you were Dutch's number one, Miss Grimshaw. Susan: Don't start this nonesense.Narrative: You antagonize Susan.",You: Now you're a number I can't even count up to. Susan: Why are you acting like this?
232,"Action: You walk near Pearson. Pearson: Oh, hello. Narrative: You greet Pearson. You: Hello. Narrative: You greet Pearson. You: Thank you for all your work. Pearson: Thank you Mr. Morgan. Sometimes, I suppose. Narrative: You antagonize Pearson.","You: You'll make someone a fine wife someday. Pearson: Don't Arthur, come on."
249,Narrative: You greet Pearson.,"You: All good there? Pearson: Still need more food, Mr. Morgan. You should try your luck again with that bow. You: I know, i will."
28,Narrative: You greet Dutch.,You: Hope you're working on a plan there. Dutch: Always.
120,Action: Walking up to Micah.,"Micah: Oh, hey Arthur.You: What you want, Micah?Micah: Nothing. I'm just being civl, my brother.You: Well, hello there.Micah: You really are a very charming man, aren't you?"
352,"Narrative: You antagonize Hosea. You: Nothing makes you happier then being miserable, does it? Hosea: Now you need to watch your mouth. Narrative: You antagonize Hosea.",You: All you do these days is moan. Hosea: What do you want?
132,"Narrative: You greet Susan.You: What do you think of this palce, Susan? Susan: An improvement on the last, that's for sure.You: Well that ain't too hard.Narrative: You greet Susan.","You: Ok well, lets talk more later. Susan: Well see you later."
276,"Narrative: You antagonize Pearson. You: There he is, the camp pig. Pearson: Oh, not this again. Narrative: You defuse the situation. You: Take it easy, I'm just needling you. Pearson: Yes, er, very good. Narrative: You antagonize Pearson. You: No wonder we're always short of food. Pearson: Why are you doing this. Is this meant to be funny. Narrative: You defuse the situation.",You: Sorry I just don't know why I find this so damn entertaining. Pearson: How very amusing.
339,"Narrative: You antagonize Hosea. You: I used to really look up to you, Hosea. Hosea: Is that supposed to be funny. Narrative: You antagonize Hosea.",You: You and Dutch both. Hosea: What's wrong with you?
159,Narrative: You antagonize Susan.,"You: I remember when you were Dutch's number one, Miss Grimshaw. Susan: Don't start this nonesense."
50,Action: You walk by Strauss.,"Strauss: Good Morning, Arthur.{greet}"
100,Narrative: You antagonize Strauss.,You: You sicken me. Strauss: Please dont be like this Mr. Morgan.
33,Narrative: You greet Dutch. You: Another day another dollar. Dutch: Yes indeed. Narrative: You antagonize Dutch. You: So no more master plans okay? You're better of without them. Dutch: I'm just impressed you're stringing entire sentences together. Narrative: You defuse the situation.,"You: Alright, simmer down. Dutch: Another bizare attempt at comradery."
251,"Action: You walk near Pearson. You: Pearson. Pearson: Arthur. Narrative: You greet Pearson. You: You know too many folk around here take you for granted. Pearson: Well, that's nice of you to say so. Narrative: You antagonize Pearson.","You: Me, I just take you for the fool you are. Pearson: Oh, just what I need."
81,"Narrative: You greet Strauss. You: Good. Narrative: You greet Strauss. You: Putting the world to rights there? Strauss: Trying to, Mr. Morgan. Narrative: You antagonize Strauss. You: Dreaming of a future where everyone's every half man half weasel just like you. Strauss: Now that's a little unfair. Narrative: You defuse the situation.","You: Okay, okay just testing out my boundaries and your's. Strauss: Then I hope this won't happen again, Mr. Morgan.{walk}"
260,Narrative: You antagonize Pearson. You: I wish you'd stayed at sea. Pearson: Hey what did I do. Narrative: You antagonize Pearson.,You: With the other walruses. Pearson: Why are you being like this.
268,"Narrative: You antagonize Pearson. You: There he is, the camp pig. Pearson: Oh, just what I need. Narrative: You antagonize Pearson. You: No wonder we're always short of food. Pearson: What's the problem here? Narrative: You antagonize Pearson.",You: You eat it all. Pearson: Look i'm too busy for this.
101,Narrative: You antagonize Strauss. You: You sicken me. Strauss: Please dont be like this Mr. Morgan. Narrative: You defuse the situation.,"You: Take it easy, I'm just needling you. Strauss: Okay. Em alright then."
258,"Action: You walk near Pearson. Pearson: Ah, hello, Arthur. Narrative: You antagonize Pearson. You: I've got an idea, Pearson, make something edible. Pearson: I'm just minding my own business here. Narrative: You antagonize Pearson. You: The slop you turn those poor deer into, unbelievable. Pearson: Why do you get like this. Narrative: You antagonize Pearson.",You: Next time you go hunting and I'll murder the cooking. Pearson: Listen I'm not rising to this.{walk}
91,Narrative: You antagonize Strauss over being a freeloader.,"You: You little bloodsucker. Strauss: Oh no, not this."
334,"Narrative: You greet Hosea. You: Looking good. Hosea: Thanks. Narrative: You greet Hosea. You: I mean, considering you usually look like you've got one foot in the grave. Hosea: Now you need to watch your mouth. Narrative: You defuse the situation.",You: I'm only kidding around. Hosea: What is going on with you.
197,"Action: You walk near Pearson. Arthur: Good Morning, Mr. Morgan. Narrative: You greet Pearson. You: Mr Pearson. Narrative: You greet Pearson. You: Need any supplies?. Pearson: Always, can never have too much. Narrative: You antagonize Pearson.",You: That's because you eat and drink for five men. Pearson: Come on that's enough now.
304,"Action: You go near Hosea. Hosea: Good morning, Arthur. Narrative: You greet Hosea. You: You okay?. Hosea: {calmdown} Narrative: You greet Hosea.","You: Everything alright. Hosea: Well, I'm still alive."
60,Narrative: You greet Strauss. You: Hey Strauss. Strauss: Herr Morgan. Narrative: You greet Strauss. You: Why are you looking so shifty? Strauss: I'm not. Narrative: You greet Strauss.,"You: Okay I guess we'll find out. Strauss: Splendid, Mr. Morgan."
2,Action: You stand near Dutch for a while.,Dutch: Can you give me some room here.
123,Action: Standing near Micah for a while..,"Micah:What are you lingering about for, cowboy?You: Why don't you gett off your ass and work a little? Goddamn fool."
213,"Action: You walk near Pearson. Pearson: Ah, hello, Mr. Morgan. Narrative: You greet Pearson. You: Good morning to you. Narrative: You greet Pearson.",You: Don't you ever get fed up with all this? Pearson: Sometimes I suppose.
358,Action: You collide with Hosea.," You: Sorry about that, you alright?"
57,"Narrative: You greet Strauss. You: Hey Strauss. Strauss: Good Morning, Arthur. Narrative: You greet Strauss. You: Keep those books full, now. Strauss: I'm trying. Narrative: You greet Strauss.",You: We need every cent we can get. Strauss: Sounds good Mr. Morgan.
274,"Narrative: You antagonize Pearson. You: There he is, the camp pig. Pearson: Oh, not this again. Narrative: You defuse the situation.","You: Take it easy, I'm just needling you. Pearson: Yes, er, very good."
284,Narrative: You greet Hosea.,You: How did we end up over this way? Hosea: Huh?
201,Action: You walk near Pearson. Pearson: Morning Arthur. Narrative: You greet Pearson.,"You: Thank you, for all your hard work. Pearson: Thank you."
108,Narrative: You antagonize Micah.,You: Ah stinks of coward right around here. Micah: You got such a chip on your shoulder don't you?
190,"Narrative: You greet Pearson. You: Glad to be off that mountain, Mr. Pearson. Pearson: Yes indeed, Lots to do now. You: Yep, for all of us. Narrative: You greet Pearson.","You: Alright, well, I should be getting on. Pearson: Okay."
130,Action: You approach Susan.,Susan: Good day Mr Morgan.{greet}
30,Narrative: You greet Dutch. You: Hope you're working on a plan there. Dutch: Always. Narrative: You antagonize Dutch.,"You: On second thoughts, hope you ain't working on any kind of plan at all. You ain't been having a good streak with those plans of yours. Dutch: Talking back now, are you?"
180,"Narrative: You antagonize Susan.You: I've had enough of you, you sour old hag. Susan: I don't like that tone, Arthur.Narrative: You antagonize Susan.","You: No one care's about my tone but you, you sour, ugly, old fool. Susan: Why are you acting like this?"
321,Narrative: You greet Hosea.,You: Hey. 
237,Action: You walk near Pearson., Pearson: How are you.
55,Narrative: You greet Strauss.,"You: Hey Strauss. Strauss: Good Morning, Arthur.{greet}"
307,Narrative: You go near Hosea. Hosea: Good day Arthur. Narrative: You greet Hosea. You: Morning to you too. Hosea: {fingergun} Narrative: You greet Hosea.,"You: What's going on? Hosea: Nothing too much, at this very moment."
67,Narrative: You greet Strauss.,"You: You ever miss Austria. Strauss: Sometimes, I suppose."
110,"Narrative: You antagonize Micah.You: Ah stinks of coward right around here. Micah: You got such a chip on your shoulder don't you?Narrative: You antagonize Micah.You: Drop the tough act it's getting embarrassing. Micah: You think you're really something, don't you?Narrative: You antagonize Micah.",You: I don't think I have ever been less intimidated Micah: You're rattling the wrong cage.{walk}
290,Narrative: You greet Hosea.,"You: Hosea, how are you. Hosea: Good Morning, Arthur."
336,Narrative: You antagonize Hosea. You: So you get to read while everyone else is working off. Hosea: I'm about the only one round here who stand's up for you. Narrative: You antagonize Hosea.,You: One rule for you and another for the rest of us. Hosea: What in the hell's your problem.
310,Narrative: You greet Hosea.,You: Mood seem's pretty good around here. Hosea: It does.
324,Narrative: You greet Hosea. You: Hey. Narrative: You greet Hosea. You: Everything okay. Hosea: Well I'm still alive. Narrative: You antagonize Hosea.,"You: You just love feeliing sorry for yourself, don't you? Hosea: I'm about the only one who stand's up for you."
163,"Narrative: You antagonize Susan.You: I remember when you were Dutch's number one, Miss Grimshaw. Susan: Don't start this nonesense.Narrative: You defuse the situation.You: Take it easy.I'm just screwing with you. Susan: Well I dont find it very funny.Narrative: You antagonize Susan.","You: Cause no one else will now, especially not Dutch. Susan: Disgusting!{walk}"
327,Narrative: You greet Hosea.,You: Hey there. Hosea: Hello. 
41,"Narrative: You antagonize Dutch. You: Uh oh, Dutch is thinking. Dutch: I'm not even gonna dignify that with a response. Narrative: You antagonize Dutch.",You: Or maybe you're just staring blankly for effect. Dutch: What are you trying to prove here?{angry}
216,"Narrative: You greet Pearson. You: Good morning. Pearson: Okay, Mr Morgan. Narrative: You greet Pearson.",You: You seem in a good mood. Pearson: Well that's nice of you to say so.
319,Narrative: You greet Hosea. You: Hosea Narrative: You greet Hosea.,"You: Everything okay. Hosea: Well, I'm still alive."
255,Action: You walk near Pearson.," Pearson: Ah, hello, Arthur."
127,Action: Walking up to Micah.,"Micah: You wanna get shot, Morgan?You: I've seen you in action. From that range, you'll miss.Micah: Oh, I'll wipe that smile off your face one day. Believe me.You: I'd like to see you try."
344,Narrative: You antagonize Hosea.,"You: Look around, we've made it, like you always said we would. Hosea: Who do you think you are talkinig to?"
256,"Action: You walk near Pearson. Pearson: Ah, hello, Arthur. Narrative: You antagonize Pearson.","You: I've got an idea, Pearson, make something edible. Pearson: I'm just minding my own business here."
261,Narrative: You antagonize Pearson. You: I wish you'd stayed at sea. Pearson: Hey what did I do. Narrative: You antagonize Pearson. You: With the other walruses. Pearson: Why are you being like this. Narrative: You antagonize Pearson.,"You: Rather then poisoning us. Pearson: Look, i'm not getting dragged into this.{walk}"
133,Narrative: You greet Susan grimshaw.,"You: You got everything you need, Miss Grimshaw. Susan: Not by a long shot Mr. Morgan, we lost a lot in the move.You: We'll be back on our feet soon."
76,"Narrative: You greet Strauss. You: Keep those books full, now. Strauss: I'm trying. Narrative: You antagonize Strauss. You: You sure ain't any other use to us. Strauss: Now there's no need to be rude. Narrative: You defuse the situation.","You: My bad Strauss, won't happen again. Strauss: Good."
296,Action: You go near Hosea.,Hosea: How are you today Arthur.
144,"Narrative: You greet Susan.You: What would we do without you. Susan: Turn feral, I imagine.Narrative: You greet Susan.","You: Just know, we're gratefull. Susan: Alright then, Arthur."
31,Narrative: You greet Dutch.,You: Another day another dollar. Dutch: Yes indeed.
308,"Narrative: You go near Hosea. Hosea: Good day Arthur. Narrative: You greet Hosea. You: Morning to you too. Hosea: {fingergun} Narrative: You greet Hosea. You: What's going on? Hosea: Nothing too much, at this very moment. Narrative: You antagonize Hosea.","You: I only asked, you miseable old bastard. Hosea: Now you need to watch your mouth."
278,Narrative: You greet Hosea.,"You:All quiet, Hosea. Hosea: Thankfully, yes. You: Good."
235,Narrative: You greet Pearson. You: Morning. Pearson: Narrative: You greet Pearson.,"You: How are things. Pearson: Ahh, I can't complain."
288,Narrative: You greet Hosea. You: Hosea. Narrative: You greet Hosea.,You: Mood seems pretty good around here. Hosea: It does.
58,Narrative: You greet Strauss.,You: Hey Strauss. Strauss: Herr Morgan.
330,Narrative: You greet Hosea.,"You: All quiet, Hosea. Hosea: Thankfully, yes. You: Good."
153,Narrative: You antagonize Susan about the past.You: The old you would have had this place shipshape in a day. Susan: Don't take that tone with me.Narrative: You antagonize Susan.You: Well the old you was Dutch's little pet so maybe that helped. Susan: How could you..Narrative: You antagonize Susan.,"You: And he tossed you away, like a toy for someone better Susan: Enough Mogan!{walk}"
146,Narrative: You greet Susan.You: Managing to keep everyone in line? Susan: I'm doin' my best.Narrative: You greet Susan.,You: Any troublemakers you let me know. Susan: Okay.
45,"Narrative: You antagonize Dutch. You: Uh oh, Dutch is thinking. Dutch: I'm not even gonna dignify that with a response. Narrative: You defuse the situation. You: My bad, been a hard few days, got me cranky. Dutch: Keep acting like that and you won't have any days left at all. Narrative: You antagonize Dutch.",You: Or maybe you're just staring blankly for effect. Dutch: Don't tell me that I didn't warn you. {threaten)
14,Narrative: You greet Dutch.,You: Anything I need to worry about. Dutch: Not right this minute.
92,"Narrative: You antagonize Strauss over being a freeloader. You: You little bloodsucker. Strauss: Oh no, not this. Narrative: You antagonize Strauss.","You: Goddamn leech. Strauss: Just leave me be, will you.{angry}"
166,"Narrative: You antagonize Susan.You: There she is, the camp shire horse. Susan: I don't like that tone Arthur.Narrative: You antagonize Susan.",You: Do you think anyone care's about what you think of my tone? Susan: Just what is your problem?
122,Action: Looking at Micah for a while.,Micah: What are you looking at?You: I ain't quite sure.
114,Narrative: You antagonize Micah.,"You: You've kept your mouth shut for five minutes, that's a new record. Micah: You think you're real funny, don't you?{angry}"
103,"Narrative: You antagonize Strauss. You: Wipe that snooty look off your face for one minute, will you. Strauss: Have some class, Arthur. Narrative: You defuse the situation.","You: Hah. You know what, I think I will. Strauss: Huh?"
222,"Narrative: You greet Pearson. You: Hey Pearson. Pearson: Hi there, Arthur. Narrative: You greet Pearson. You: The last stew I had was pretty damn good. Pearson: Glad to hear it. Narrative: You greet Pearson.",You: We'll make a cook of you yet. Pearson: Okay.
350,Narrative: You antagonize Hosea. You: You ever gonna stop going on about the old days? Hosea: What's wrong with you? Narrative: You antagonize Hosea.,"You: I get it, things were better. Hosea: I'm just gonna pretend you're not here."
82,"Narrative: You greet Strauss. You: Bet you never thought you'd end up here, huh. Strauss: I didn't know where I'd end up. Narrative: You antagonize Strauss.","You: Luckily you're too much of a coward to ever do anything alone. Strauss: I don't want to get into this, please."
102,Narrative: You antagonize Strauss.,"You: Wipe that snooty look off your face for one minute, will you. Strauss: Have some class, Arthur.{angry}"
257,"Action: You walk near Pearson. Pearson: Ah, hello, Arthur. Narrative: You antagonize Pearson. You: I've got an idea, Pearson, make something edible. Pearson: I'm just minding my own business here. Narrative: You antagonize Pearson.","You: The slop you turn those poor deer into, unbelievable. Pearson: Why do you get like this."
326,Narrative: You greet Hosea. You: Hey. Narrative: You greet Hosea. You: Everything okay. Hosea: Well I'm still alive. Narrative: You antagonize Hosea.,"You: You just love feeliing sorry for yourself, don't you? Hosea: Why dont we talk about your problems eh."
74,Narrative: You greet Strauss.,"You: Keep those books full, now. Strauss: I'm trying."
17,"Narrative: You greet Dutch. You: Anything I need to worry about. Dutch: Not right this minute. Narrative: You antagonize Dutch.You: Cause, you're always worrying me these days. Dutch: I'm not even gonna dignify that with a response. Narrative: You defuse the situation.You: It's all good. Calm down. Dutch: Yeah"," very amusing.{angry}"""
0,Action: You move past Dutch.,Dutch: Good morning Arthur.{greet}
1,Action: You walk into Dutch.,You: Dont mind me Dutch.
109,Narrative: You antagonize Micah.You: Ah stinks of coward right around here. Micah: You got such a chip on your shoulder don't you?Narrative: You antagonize Micah.,"You: Drop the tough act it's getting embarrassing. Micah: You think you're really something, don't you?{angry}"
145,Narrative: You greet Susan.,You: Managing to keep everyone in line? Susan: I'm doin' my best.
228,Action: You walk near Pearson.," Pearson: Oh, hello."
71,"Narrative: You greet Strauss. You: You ever miss Austria. Strauss: Sometimes, I suppose. Narrative: You antagonize Strauss. You: Cause maybe we'd all be better of if you went there. Strauss: Please don't be like this, Mr. Morgan. Narrative: You defuse the situation. You: I'm just kidding with ya gramps. Strauss: You are a strange man sometimes. Narrative: You greet Strauss.","Don't take it to heat, Strauss. Strauss: I won't, we all have ..off days."
155,Narrative: You antagonize Susan about her age..You: The old you would have had this place shipshape in a day. Susan: Don't take that tone with me.Narrative: You defuse the situation.,You: I'm only kidding around. Susan: I't wasn't funny ten years ago and it still isn't now.
300,Narrative: You greet Hosea. You: How did we end up over this way? Hosea: Huh? Narrative: You antagonize Hosea.,"You: Actually, don't answer that. Don't need you moaning at me for an hour. Hosea: Is that supposed to be funny?"
78,Narrative: You greet Strauss.,You: Good.
301,"Narrative: You greet Hosea. You: How did we end up over this way? Hosea: Huh? Narrative: You antagonize Hosea. You: Actually, don't answer that. Don't need you moaning at me for an hour. Hosea: Is that supposed to be funny? Narrative: You defuse the situation.","You: I'm only joking with you. Hosea: Try to keep it together, Arthur."
214,"Action: You walk near Pearson. Pearson: Ah, hello, Mr. Morgan. Narrative: You greet Pearson. You: Good morning to you. Narrative: You greet Pearson. You: Don't you ever get fed up with all this? Pearson: Sometimes I suppose. Narrative: You greet Pearson.","You: Well, know you're appreciated round here. Pearson: Sure, Arthur."
80,"Narrative: You greet Strauss. You: Good. Narrative: You greet Strauss. You: Putting the world to rights there? Strauss: Trying to, Mr. Morgan. Narrative: You antagonize Strauss.",You: Dreaming of a future where everyone's every half man half weasel just like you. Strauss: Now that's a little unfair.{angry}
242,"Action: You walk near Pearson. Pearson: Oh, hello. Narrative: You greet Pearson. You: Hello. Narrative: You greet Pearson. You: Don't you ever get fed up with all this? Pearson: Sometimes I suppose. Narrative: You antagonize Pearson.","You: I mean your life must've been pretty pathetic if this is an upgrade. Pearson: Oh, just what I need."
79,Narrative: You greet Strauss. You: Good. Narrative: You greet Strauss.,"You: Putting the world to rights there? Strauss: Trying to, Mr. Morgan."
340,"Narrative: You antagonize Hosea. You: I used to really look up to you, Hosea. Hosea: Is that supposed to be funny. Narrative: You antagonize Hosea. You: You and Dutch both. Hosea: What's wrong with you? Narrative: You antagonize Hosea.",You: But I seen through the pair of you. Hosea: I'm just going to ignore you.
4,Action: You stand near Dutch for a while.,Dutch: Why are you acting like a fool.{angry}
66,Narrative: You greet Strauss.,"You: You ever miss Austria. Strauss: Sometimes, I suppose."
98,"Narrative: You antagonize Strauss. You: Hey Strauss, they call me mean, but you take the prize. Strauss: Now there's no need to be rude. Narrative: You antagonize Strauss.","You: If you had a spine, you'd be dangerous. Strauss: Leave me alone.{angry}"
263,Narrative: You antagonize Pearson.,"You: So what's for dinner? Dysentary again. Pearson: Hey, come on now."
281,Narrative: You greet Hosea. You: You were right about this place. It is a good spot. Hosea:It'll do for now. You: For sure. Narrative: You greet Hosea.,"Okay, I'll catch you later then. Hosea: Okay."
181,"Narrative: You antagonize Susan.You: I've had enough of you, you sour old hag. Susan: What did you say to me?Narrative: You antagonize Susan.You: Yes, you heard me right. I called you a sour, old wench. Susan: Why are you acting like this?Narrative: You antagonize Susan.",You: Because I can and you can't stop me. Susan: I will have words with Dutch about this.{walk}
293,Narrative: You greet Hosea.,You: Good morning to you.
121,Action: Walking up to Micah.,"Micah: How you doing, Arthur?You: Fine, Micah.Micah: Good, I've been really worries about you. I really have.You:Me? Why?Micah: Oh you know, just the usual reasons. I'm here for you brother."
18,Narrative: You greet Dutch. You: Anything I need to worry about. Dutch: Not right this minute. Narrative: You antagonize Dutch.,"You: Cause, you're always worrying me these days. Dutch: When are you going to remove that chip from your shoulder?"
131,Narrative: You greet Susan.,"You: What do you think of this palce, Susan? Susan: An improvement on the last, that's for sure.You: Well that ain't too hard."
287,Narrative: You greet Hosea.,You: Hosea.
363,Action: You stand near Hosea. Hosea: What do you want. Action: You stand near Hosea., Hosea: Don't you have anything better to do?
364,Action: You stand near Hosea. Hosea: What do you want. Action: You stand near Hosea. Hosea: Don't you have anything better to do? Action: You stand near Hosea., Hosea: You do waht you want. See if I care.
93,"Narrative: You antagonize Strauss over being a freeloader. You: You little bloodsucker. Strauss: Oh no, not this. Narrative: You antagonize Strauss. You: Goddamn leech. Strauss: Just leave me be, will you. Narrative: You antagonize Strauss.",You: Suck us all dry will you. Just like you son. Strauss: Get away from me!{walk}
359,Action: You stand near Hosea., Hosea: That's the spot you pick?
269,"Narrative: You antagonize Pearson. You: So what's for dinner? Dysentary again. Pearson: Hey, come on now. Narrative: You defuse the situation.","You: Come on, I'm only kidding around. Pearson: How very amusing."
280,Narrative: You greet Hosea.,You: You were right about this place. It is a good spot. Hosea:It'll do for now. You: For sure.
135,Narrative: You greet Susan.,"You: Starting to look like home isn't it. Susan: It's taking shape.You: Good Work, Miss Grimshaw."
230,"Action: You walk near Pearson. Pearson: Oh, hello. Narrative: You greet Pearson.",You: Hello.
157,Narrative: You antagonize Susan about her age..You: The old you would have had this place shipshape in a day. Susan: Don't take that tone with me.Narrative: You defuse the situation.You: I'm only kidding around. Susan: I't wasn't funny ten years ago and it still isn't now.Narrative: You antagonize Susan.You: You're slipping Grimshaw. Susan: When are you going to learn to shut up.Narrative: You antagonize Susan.,"You: Old age does that to us all dosen't it, you old coot. Susan: Im too busy for this nonesense."
240,"Action: You walk near Pearson. Pearson: How are you. Narrative: You greet Pearson. You: Hi, Pearson. Narrative: You greet Pearson. You: Need any supplies?. Pearson: Always, can never have too much. Narrative: You greet Pearson.",You: . Pearson:
212,"Action: You walk near Pearson. Pearson: Ah, hello, Mr. Morgan. Narrative: You greet Pearson. You: Good morning to you. Narrative: You greet Pearson.",You: Don't you ever get fed up with all this? Pearson: Sometimes I suppose.
297,Action: You go near Hosea. Hosea: How are you today Arthur. Narrative: You greet Hosea.,You: Hello.
129,Action: You walk into Susan Grimshaw.,You: Forgive me Miss Grimshaw.
184,Narrative: You antagonize Susan.,"You: My Lord, you're old. Susan: Oh, shut up, Arthur."
198,"Action: You walk near Pearson. Arthur: Good Morning, Mr. Morgan. Narrative: You greet Pearson. You: Mr Pearson. Narrative: You greet Pearson. You: Need any supplies?. Pearson: Always, can never have too much. Narrative: You antagonize Pearson. You: That's because you eat and drink for five men. Pearson: Come on that's enough now. Narrative: You defuse the situation.","You: Take it easy, I'm just needling you. Pearson: Yes, er, very good."
119,Action: Walking up to Micah as it's raining.,"Micah: How're you keepin Morgan with all this rain?You: Fine Micah... and you?Micah: Weather don't worry me. In fact, I like it.You: Funny, I didn't think lizards survived in the mountains.Micah: I like that... must remember that line."
209,Action: You walk near Pearson.," Pearson: Ah, hello, Mr. Morgan."
365,Action: You collide with Hosea.," You: Oh, sorry friend."
69,"Narrative: You greet Strauss. You: You ever miss Austria. Strauss: Sometimes, I suppose. Narrative: You antagonize Strauss.","You: Cause maybe we'd all be better of if you went there. Strauss: Please don't be like this, Mr. Morgan."
43,Narrative: You antagonize Dutch., Dutch: I'm not even gonna dignify that with a response. 
9,"Narrative: You greet Dutch. You: Okay there Dutch? Dutch: Warm, dry, and nobody shooting at me. A marked improvement. Arthur: Indeed. Narrative: You greet Dutch.","You: Well, I should get back to it. Dutch: Okay Arthur."
125,Action: Walking up to Micah.,"Micah: Oh look, the big dog is here.You: Fool."
283,"Narrative: You greet Hosea. You: What's going on. Hosea: Nothing too much, at this very moment. Narrative: You antagonize Hosea.","You: I only asked, you miseable old bastard. Hosea: Who do you think you are talking to."
314,Narrative: You greet Hosea. You: Mood seem's pretty good around here. Hosea: It does. Narrative: You antagonize Hosea.,"You: Apart from your sour face, of course. Hosea: Why don't we talk about your problems eh?"
331,"Narrative: You greet Hosea. You: All quiet, Hosea. Hosea: Thankfully, yes. You: Good. Narrative: You greet Hosea.","You: Okay, well let's talk more later. Hosea: Sure, Arthur."
22,Narrative: You greet Dutch.,"You: You good? Dutch: Yes, Arthur."
134,"Narrative: You greet Susan grimshaw.You: You got everything you need, Miss Grimshaw. Susan: Not by a long shot Mr. Morgan, we lost a lot in the move.You: We'll be back on our feet soon.Narrative: You greet Susan.","You: Well i should get back to it. Susan: Alright then, Arthur."
38,"Narrative: You antagonize Dutch. You: Uh oh, Dutch is thinking. This can't be good. Dutch: I'm just impressed you're stringing entire sentences together. Narrative: You antagonize Dutch.",You: Or maybe you're just staring blankly for effect. Dutch: Mind your tounge.{angry}
203,Action: You walk near Pearson.," Pearson: Hello, Mr. Morgan."
250,"Narrative: You greet Pearson. You: All good there? Pearson: Still need more food, Mr. Morgan. You should try your luck again with that bow. You: I know, I will. Narrative: You greet Pearson.","You: Anyway I won't disturb you. Pearson: Yes, yes."
294,Narrative: You greet Hosea. You: Good morning to you. Narrative: You greet Hosea.,You: Your'e looking good. Hosea: Thank you. 
245,Action: You walk near Pearson., You: Pearson. Pearson: Arthur.
206,"Action: You walk near Pearson. Pearson: Hello, Mr. Morgan. Narrative: You greet Pearson. You: There he is. Narrative: You greet Pearson. You: Thank you for all your work. Pearson: Thank you, Morgan Narrative: You antagonize Pearson.",You: You'll make someone a fine wife someday. Pearson: I'm just minding my own business here.
185,"Narrative: You antagonize Susan.You: My Lord, you're old. Susan: Oh, shut up, Arthur.Narrative: You defuse the situation.",You: Don't worry i'm just playing with you. Susan: Oh I know this stupid game all too well.{angry}
16,Narrative: You greet Dutch. You: Anything I need to worry about. Dutch: Not right this minute. Narrative: You antagonize Dutch.,"You: Cause, you're always worrying me these days. Dutch: I'm not even gonna dignify that with a response.{angry}"
49,Narrative: You greet Dutch using day.. You: Another day and we are still alive. Dutch: Of course we are. Narrative: You antagonize Dutch.,You: Despite all your best efforts to kill us all. Dutch: Yet you're still here.
