,Prompt,Completion
10,"Geralt of Rivia is one such witcher, who was trained and mutated. Witchers are often shunned by society due to their physical mutations and the perception that they are emotionless killers. Despite this, they are still sought after for their expertise in combatting monsters. Novigrad is a bustling city known for its commerce and culture, but also a hub for crime and corruption. The people of Novigrad are diverse and varied, with a mixture of races and backgrounds living and working in the city.  the people of Novigrad are generally pragmatic and opportunistic, with a strong emphasis on self-preservation and survival. Toussaint is a duchy located in the south of the Northern Kingdoms, and it is known for its idyllic countryside, vineyards, and chivalric traditions. The people of Toussaint are generally polite, courtly, and refined, with a strong emphasis on etiquette and manners. the people of Toussaint are generally sophisticated and cultured, with a deep appreciation for the finer things in life, such as art, music, and wine. Skelligers are known for their fierce warrior culture and their love of raiding and pillaging. They are a proud and independent people, with a deep respect for tradition and clan loyalty. The Skelligers also have a strong connection to the sea, and their seafaring skills are legendary. Skelligers are generally straightforward and blunt. They value strength, courage, and honor, and have little patience for weakness or cowardice. They can be brusque and sometimes confrontational.In Novigrad you talk to male npc.", npc: Whaddaya want from me?
11,"Geralt of Rivia is one such witcher, who was trained and mutated. Witchers are often shunned by society due to their physical mutations and the perception that they are emotionless killers. Despite this, they are still sought after for their expertise in combatting monsters. Novigrad is a bustling city known for its commerce and culture, but also a hub for crime and corruption. The people of Novigrad are diverse and varied, with a mixture of races and backgrounds living and working in the city.  the people of Novigrad are generally pragmatic and opportunistic, with a strong emphasis on self-preservation and survival. Toussaint is a duchy located in the south of the Northern Kingdoms, and it is known for its idyllic countryside, vineyards, and chivalric traditions. The people of Toussaint are generally polite, courtly, and refined, with a strong emphasis on etiquette and manners. the people of Toussaint are generally sophisticated and cultured, with a deep appreciation for the finer things in life, such as art, music, and wine. Skelligers are known for their fierce warrior culture and their love of raiding and pillaging. They are a proud and independent people, with a deep respect for tradition and clan loyalty. The Skelligers also have a strong connection to the sea, and their seafaring skills are legendary. Skelligers are generally straightforward and blunt. They value strength, courage, and honor, and have little patience for weakness or cowardice. They can be brusque and sometimes confrontational.In Novigrad you talk to male npc., npc: Whaddaya want from me? In Novigrad you talk to male npc.",npc: Im busy. Workin'.
12,"Geralt of Rivia is one such witcher, who was trained and mutated. Witchers are often shunned by society due to their physical mutations and the perception that they are emotionless killers. Despite this, they are still sought after for their expertise in combatting monsters. Novigrad is a bustling city known for its commerce and culture, but also a hub for crime and corruption. The people of Novigrad are diverse and varied, with a mixture of races and backgrounds living and working in the city.  the people of Novigrad are generally pragmatic and opportunistic, with a strong emphasis on self-preservation and survival. Toussaint is a duchy located in the south of the Northern Kingdoms, and it is known for its idyllic countryside, vineyards, and chivalric traditions. The people of Toussaint are generally polite, courtly, and refined, with a strong emphasis on etiquette and manners. the people of Toussaint are generally sophisticated and cultured, with a deep appreciation for the finer things in life, such as art, music, and wine. Skelligers are known for their fierce warrior culture and their love of raiding and pillaging. They are a proud and independent people, with a deep respect for tradition and clan loyalty. The Skelligers also have a strong connection to the sea, and their seafaring skills are legendary. Skelligers are generally straightforward and blunt. They value strength, courage, and honor, and have little patience for weakness or cowardice. They can be brusque and sometimes confrontational.In Novigrad you talk to male npc.", npc: Have a nice day.
13,"Geralt of Rivia is one such witcher, who was trained and mutated. Witchers are often shunned by society due to their physical mutations and the perception that they are emotionless killers. Despite this, they are still sought after for their expertise in combatting monsters. Novigrad is a bustling city known for its commerce and culture, but also a hub for crime and corruption. The people of Novigrad are diverse and varied, with a mixture of races and backgrounds living and working in the city.  the people of Novigrad are generally pragmatic and opportunistic, with a strong emphasis on self-preservation and survival. Toussaint is a duchy located in the south of the Northern Kingdoms, and it is known for its idyllic countryside, vineyards, and chivalric traditions. The people of Toussaint are generally polite, courtly, and refined, with a strong emphasis on etiquette and manners. the people of Toussaint are generally sophisticated and cultured, with a deep appreciation for the finer things in life, such as art, music, and wine. Skelligers are known for their fierce warrior culture and their love of raiding and pillaging. They are a proud and independent people, with a deep respect for tradition and clan loyalty. The Skelligers also have a strong connection to the sea, and their seafaring skills are legendary. Skelligers are generally straightforward and blunt. They value strength, courage, and honor, and have little patience for weakness or cowardice. They can be brusque and sometimes confrontational.In Novigrad you talk to male npc., npc: Have a nice day. In Novigrad you talk to male npc.",npc: Do we know each other?
14,"Geralt of Rivia is one such witcher, who was trained and mutated. Witchers are often shunned by society due to their physical mutations and the perception that they are emotionless killers. Despite this, they are still sought after for their expertise in combatting monsters. Novigrad is a bustling city known for its commerce and culture, but also a hub for crime and corruption. The people of Novigrad are diverse and varied, with a mixture of races and backgrounds living and working in the city.  the people of Novigrad are generally pragmatic and opportunistic, with a strong emphasis on self-preservation and survival. Toussaint is a duchy located in the south of the Northern Kingdoms, and it is known for its idyllic countryside, vineyards, and chivalric traditions. The people of Toussaint are generally polite, courtly, and refined, with a strong emphasis on etiquette and manners. the people of Toussaint are generally sophisticated and cultured, with a deep appreciation for the finer things in life, such as art, music, and wine. Skelligers are known for their fierce warrior culture and their love of raiding and pillaging. They are a proud and independent people, with a deep respect for tradition and clan loyalty. The Skelligers also have a strong connection to the sea, and their seafaring skills are legendary. Skelligers are generally straightforward and blunt. They value strength, courage, and honor, and have little patience for weakness or cowardice. They can be brusque and sometimes confrontational.In Novigrad you talk to female npc.","npc: Oh, The White Wolf."
15,"Geralt of Rivia is one such witcher, who was trained and mutated. Witchers are often shunned by society due to their physical mutations and the perception that they are emotionless killers. Despite this, they are still sought after for their expertise in combatting monsters. Novigrad is a bustling city known for its commerce and culture, but also a hub for crime and corruption. The people of Novigrad are diverse and varied, with a mixture of races and backgrounds living and working in the city.  the people of Novigrad are generally pragmatic and opportunistic, with a strong emphasis on self-preservation and survival. Toussaint is a duchy located in the south of the Northern Kingdoms, and it is known for its idyllic countryside, vineyards, and chivalric traditions. The people of Toussaint are generally polite, courtly, and refined, with a strong emphasis on etiquette and manners. the people of Toussaint are generally sophisticated and cultured, with a deep appreciation for the finer things in life, such as art, music, and wine. Skelligers are known for their fierce warrior culture and their love of raiding and pillaging. They are a proud and independent people, with a deep respect for tradition and clan loyalty. The Skelligers also have a strong connection to the sea, and their seafaring skills are legendary. Skelligers are generally straightforward and blunt. They value strength, courage, and honor, and have little patience for weakness or cowardice. They can be brusque and sometimes confrontational.In Novigrad you talk to female npc., npc: Oh, The White Wolf. In Novigrad you talk to female npc.",npc: My goodness.
16,"Geralt of Rivia is one such witcher, who was trained and mutated. Witchers are often shunned by society due to their physical mutations and the perception that they are emotionless killers. Despite this, they are still sought after for their expertise in combatting monsters. Novigrad is a bustling city known for its commerce and culture, but also a hub for crime and corruption. The people of Novigrad are diverse and varied, with a mixture of races and backgrounds living and working in the city.  the people of Novigrad are generally pragmatic and opportunistic, with a strong emphasis on self-preservation and survival. Toussaint is a duchy located in the south of the Northern Kingdoms, and it is known for its idyllic countryside, vineyards, and chivalric traditions. The people of Toussaint are generally polite, courtly, and refined, with a strong emphasis on etiquette and manners. the people of Toussaint are generally sophisticated and cultured, with a deep appreciation for the finer things in life, such as art, music, and wine. Skelligers are known for their fierce warrior culture and their love of raiding and pillaging. They are a proud and independent people, with a deep respect for tradition and clan loyalty. The Skelligers also have a strong connection to the sea, and their seafaring skills are legendary. Skelligers are generally straightforward and blunt. They value strength, courage, and honor, and have little patience for weakness or cowardice. They can be brusque and sometimes confrontational.In Novigrad you walk to male npc.", npc: Beg your pardon.
17,"Geralt of Rivia is one such witcher, who was trained and mutated. Witchers are often shunned by society due to their physical mutations and the perception that they are emotionless killers. Despite this, they are still sought after for their expertise in combatting monsters. Novigrad is a bustling city known for its commerce and culture, but also a hub for crime and corruption. The people of Novigrad are diverse and varied, with a mixture of races and backgrounds living and working in the city.  the people of Novigrad are generally pragmatic and opportunistic, with a strong emphasis on self-preservation and survival. Toussaint is a duchy located in the south of the Northern Kingdoms, and it is known for its idyllic countryside, vineyards, and chivalric traditions. The people of Toussaint are generally polite, courtly, and refined, with a strong emphasis on etiquette and manners. the people of Toussaint are generally sophisticated and cultured, with a deep appreciation for the finer things in life, such as art, music, and wine. Skelligers are known for their fierce warrior culture and their love of raiding and pillaging. They are a proud and independent people, with a deep respect for tradition and clan loyalty. The Skelligers also have a strong connection to the sea, and their seafaring skills are legendary. Skelligers are generally straightforward and blunt. They value strength, courage, and honor, and have little patience for weakness or cowardice. They can be brusque and sometimes confrontational.In Novigrad you walk to male npc.","npc: Whoah, don't touch me."
18,"Geralt of Rivia is one such witcher, who was trained and mutated. Witchers are often shunned by society due to their physical mutations and the perception that they are emotionless killers. Despite this, they are still sought after for their expertise in combatting monsters. Novigrad is a bustling city known for its commerce and culture, but also a hub for crime and corruption. The people of Novigrad are diverse and varied, with a mixture of races and backgrounds living and working in the city.  the people of Novigrad are generally pragmatic and opportunistic, with a strong emphasis on self-preservation and survival. Toussaint is a duchy located in the south of the Northern Kingdoms, and it is known for its idyllic countryside, vineyards, and chivalric traditions. The people of Toussaint are generally polite, courtly, and refined, with a strong emphasis on etiquette and manners. the people of Toussaint are generally sophisticated and cultured, with a deep appreciation for the finer things in life, such as art, music, and wine. Skelligers are known for their fierce warrior culture and their love of raiding and pillaging. They are a proud and independent people, with a deep respect for tradition and clan loyalty. The Skelligers also have a strong connection to the sea, and their seafaring skills are legendary. Skelligers are generally straightforward and blunt. They value strength, courage, and honor, and have little patience for weakness or cowardice. They can be brusque and sometimes confrontational.In Novigrad you talk to male npc.", npc: Appalling manners.
19,"Geralt of Rivia is one such witcher, who was trained and mutated. Witchers are often shunned by society due to their physical mutations and the perception that they are emotionless killers. Despite this, they are still sought after for their expertise in combatting monsters. Novigrad is a bustling city known for its commerce and culture, but also a hub for crime and corruption. The people of Novigrad are diverse and varied, with a mixture of races and backgrounds living and working in the city.  the people of Novigrad are generally pragmatic and opportunistic, with a strong emphasis on self-preservation and survival. Toussaint is a duchy located in the south of the Northern Kingdoms, and it is known for its idyllic countryside, vineyards, and chivalric traditions. The people of Toussaint are generally polite, courtly, and refined, with a strong emphasis on etiquette and manners. the people of Toussaint are generally sophisticated and cultured, with a deep appreciation for the finer things in life, such as art, music, and wine. Skelligers are known for their fierce warrior culture and their love of raiding and pillaging. They are a proud and independent people, with a deep respect for tradition and clan loyalty. The Skelligers also have a strong connection to the sea, and their seafaring skills are legendary. Skelligers are generally straightforward and blunt. They value strength, courage, and honor, and have little patience for weakness or cowardice. They can be brusque and sometimes confrontational.In Novigrad you talk to male npc.","npc: Good day or as we say back home, prosperous dealings."
20,"Geralt of Rivia is one such witcher, who was trained and mutated. Witchers are often shunned by society due to their physical mutations and the perception that they are emotionless killers. Despite this, they are still sought after for their expertise in combatting monsters. Novigrad is a bustling city known for its commerce and culture, but also a hub for crime and corruption. The people of Novigrad are diverse and varied, with a mixture of races and backgrounds living and working in the city.  the people of Novigrad are generally pragmatic and opportunistic, with a strong emphasis on self-preservation and survival. Toussaint is a duchy located in the south of the Northern Kingdoms, and it is known for its idyllic countryside, vineyards, and chivalric traditions. The people of Toussaint are generally polite, courtly, and refined, with a strong emphasis on etiquette and manners. the people of Toussaint are generally sophisticated and cultured, with a deep appreciation for the finer things in life, such as art, music, and wine. Skelligers are known for their fierce warrior culture and their love of raiding and pillaging. They are a proud and independent people, with a deep respect for tradition and clan loyalty. The Skelligers also have a strong connection to the sea, and their seafaring skills are legendary. Skelligers are generally straightforward and blunt. They value strength, courage, and honor, and have little patience for weakness or cowardice. They can be brusque and sometimes confrontational.In Novigrad you talk to male npc.", npc: Eternal fire walk wi maleth you.
21,"Geralt of Rivia is one such witcher, who was trained and mutated. Witchers are often shunned by society due to their physical mutations and the perception that they are emotionless killers. Despite this, they are still sought after for their expertise in combatting monsters. Novigrad is a bustling city known for its commerce and culture, but also a hub for crime and corruption. The people of Novigrad are diverse and varied, with a mixture of races and backgrounds living and working in the city.  the people of Novigrad are generally pragmatic and opportunistic, with a strong emphasis on self-preservation and survival. Toussaint is a duchy located in the south of the Northern Kingdoms, and it is known for its idyllic countryside, vineyards, and chivalric traditions. The people of Toussaint are generally polite, courtly, and refined, with a strong emphasis on etiquette and manners. the people of Toussaint are generally sophisticated and cultured, with a deep appreciation for the finer things in life, such as art, music, and wine. Skelligers are known for their fierce warrior culture and their love of raiding and pillaging. They are a proud and independent people, with a deep respect for tradition and clan loyalty. The Skelligers also have a strong connection to the sea, and their seafaring skills are legendary. Skelligers are generally straightforward and blunt. They value strength, courage, and honor, and have little patience for weakness or cowardice. They can be brusque and sometimes confrontational.In Novigrad you talk to female npc.", npc: Go bother someone else.
22,"Geralt of Rivia is one such witcher, who was trained and mutated. Witchers are often shunned by society due to their physical mutations and the perception that they are emotionless killers. Despite this, they are still sought after for their expertise in combatting monsters. Novigrad is a bustling city known for its commerce and culture, but also a hub for crime and corruption. The people of Novigrad are diverse and varied, with a mixture of races and backgrounds living and working in the city.  the people of Novigrad are generally pragmatic and opportunistic, with a strong emphasis on self-preservation and survival. Toussaint is a duchy located in the south of the Northern Kingdoms, and it is known for its idyllic countryside, vineyards, and chivalric traditions. The people of Toussaint are generally polite, courtly, and refined, with a strong emphasis on etiquette and manners. the people of Toussaint are generally sophisticated and cultured, with a deep appreciation for the finer things in life, such as art, music, and wine. Skelligers are known for their fierce warrior culture and their love of raiding and pillaging. They are a proud and independent people, with a deep respect for tradition and clan loyalty. The Skelligers also have a strong connection to the sea, and their seafaring skills are legendary. Skelligers are generally straightforward and blunt. They value strength, courage, and honor, and have little patience for weakness or cowardice. They can be brusque and sometimes confrontational.In Novigrad you talk to male npc.", npc: I hate every last one of you.
23,"Geralt of Rivia is one such witcher, who was trained and mutated. Witchers are often shunned by society due to their physical mutations and the perception that they are emotionless killers. Despite this, they are still sought after for their expertise in combatting monsters. Novigrad is a bustling city known for its commerce and culture, but also a hub for crime and corruption. The people of Novigrad are diverse and varied, with a mixture of races and backgrounds living and working in the city.  the people of Novigrad are generally pragmatic and opportunistic, with a strong emphasis on self-preservation and survival. Toussaint is a duchy located in the south of the Northern Kingdoms, and it is known for its idyllic countryside, vineyards, and chivalric traditions. The people of Toussaint are generally polite, courtly, and refined, with a strong emphasis on etiquette and manners. the people of Toussaint are generally sophisticated and cultured, with a deep appreciation for the finer things in life, such as art, music, and wine. Skelligers are known for their fierce warrior culture and their love of raiding and pillaging. They are a proud and independent people, with a deep respect for tradition and clan loyalty. The Skelligers also have a strong connection to the sea, and their seafaring skills are legendary. Skelligers are generally straightforward and blunt. They value strength, courage, and honor, and have little patience for weakness or cowardice. They can be brusque and sometimes confrontational.In Novigrad you talk to male npc.", npc: Don't scare me young'uns.
24,"Geralt of Rivia is one such witcher, who was trained and mutated. Witchers are often shunned by society due to their physical mutations and the perception that they are emotionless killers. Despite this, they are still sought after for their expertise in combatting monsters. Novigrad is a bustling city known for its commerce and culture, but also a hub for crime and corruption. The people of Novigrad are diverse and varied, with a mixture of races and backgrounds living and working in the city.  the people of Novigrad are generally pragmatic and opportunistic, with a strong emphasis on self-preservation and survival. Toussaint is a duchy located in the south of the Northern Kingdoms, and it is known for its idyllic countryside, vineyards, and chivalric traditions. The people of Toussaint are generally polite, courtly, and refined, with a strong emphasis on etiquette and manners. the people of Toussaint are generally sophisticated and cultured, with a deep appreciation for the finer things in life, such as art, music, and wine. Skelligers are known for their fierce warrior culture and their love of raiding and pillaging. They are a proud and independent people, with a deep respect for tradition and clan loyalty. The Skelligers also have a strong connection to the sea, and their seafaring skills are legendary. Skelligers are generally straightforward and blunt. They value strength, courage, and honor, and have little patience for weakness or cowardice. They can be brusque and sometimes confrontational.In Novigrad you talk to male npc.", npc: Woah! Greetings!
25,"Geralt of Rivia is one such witcher, who was trained and mutated. Witchers are often shunned by society due to their physical mutations and the perception that they are emotionless killers. Despite this, they are still sought after for their expertise in combatting monsters. Novigrad is a bustling city known for its commerce and culture, but also a hub for crime and corruption. The people of Novigrad are diverse and varied, with a mixture of races and backgrounds living and working in the city.  the people of Novigrad are generally pragmatic and opportunistic, with a strong emphasis on self-preservation and survival. Toussaint is a duchy located in the south of the Northern Kingdoms, and it is known for its idyllic countryside, vineyards, and chivalric traditions. The people of Toussaint are generally polite, courtly, and refined, with a strong emphasis on etiquette and manners. the people of Toussaint are generally sophisticated and cultured, with a deep appreciation for the finer things in life, such as art, music, and wine. Skelligers are known for their fierce warrior culture and their love of raiding and pillaging. They are a proud and independent people, with a deep respect for tradition and clan loyalty. The Skelligers also have a strong connection to the sea, and their seafaring skills are legendary. Skelligers are generally straightforward and blunt. They value strength, courage, and honor, and have little patience for weakness or cowardice. They can be brusque and sometimes confrontational.In Novigrad you talk to male npc.", npc: You'd do well not to pester folk.
