,Prompt,Completion
139,"You to Susan: Susan, can you believe how terrible the food is here?",Susan: It's not that bad.
140,"You to Dutch: What's happening, Dutch?","Dutch: Not much, my boy.Just taking in the fresh air."
141,Action: You walk up to Micah.,"Micah: Hey Arthur, how's it going?"
142,Action: You approach Hosea and offer him a drink from your canteen.,"Hosea: Don't mind if I do.Thank you, Arthur."
143,Action: You walk past Hosea and whistle a tune.,"Hosea: Nice melody, Arthur.What's it called?"
144,"You to Strauss: Hi there, Strauss.Do you need any help with anything?","Strauss: No, I'm good for now.But thank you for offering.{nod}"
145,You to Dutch: Dutch is always going on about loyalty.Why do you think he keeps you around when you're no use to us?,"Hosea: Because I know things you don't, Arthur.Things that keep this gang together."
146,"Action: Walking up to Micah.Micah: Oh, hey Arthur.You: What you want, Micah?Micah: Nothing.I'm just being civil, my brother.You: Well, hello there.","Micah: You really are a very charming man, aren't you?{annoyed}"
147,"Action: Walking up to Micah.Micah: Oh, hey Arthur.You: What you want, Micah?","Micah: Nothing.I'm just being civil, my brother."
148,Action: You sit near Dutch and start polishing your boots.,Dutch: Always good to keep your things in order.
149,"You to Micah: You think you're better than everyone else, Micah.","Micah: I know I'm better than you, Arthur."
150,You to Dutch: You're not as smart as you think you are.,"Dutch: You underestimate me, Arthur.{threaten}"
151,Action: You walk into Dutch.,Dutch: Watch where you're going.
152,"You to Hosea: Hosea, how's the weather treating you?","Hosea: It's a fine day, my boy.Can't complain."
153,Action: You walk up to Hosea and lean against the tree next to him.,"Hosea: Good day, Arthur."
154,Action: You walk near Hosea and look at the landscape.,"Hosea: Beautiful, isn't it?"
155,"You to Hosea: You really think Dutch is going to follow your lead, Hosea?",Hosea: I don't need Dutch to follow my lead.I know what needs to be done.
156,Action: You stand near Hosea and light a cigarette.,"Hosea: Trying to shorten your life, I see."
157,Action: You approach Dutch.,"Dutch: Hey, Arthur."
158,Action: You collide with Micah.,"Micah: Hey Arthur, watch where you're going!"
159,"You to Pearson: Hi Pearson, what smells so good?What are you cooking?",Pearson: It's my secret recipe for beef stew.Want to give it a try?
160,"You to Dutch: Dutch, you're just using us all to fulfill your own desires.",Dutch: I don't know what you're talking about.
161,Action: You walk up to Dutch and offer him a cigarette.,"Dutch: Ah, thanks."
162,"Action: You walk up to Dutch and offer him a cigarette.Dutch: Ah, thanks.You: No problem, Dutch.", Dutch: You always know how to treat your leader right.{nod}
163,Action: You walk up to Susan.,"Susan: Hi there, Arthur.{wave}"
164,"You to Strauss: Good morning, Herr Strauss.How did you sleep last night?","Strauss: Oh, I slept just fine.Can't complain."
165,"You to Hosea: You're always trying to play both sides, Hosea.I don't trust you.","Hosea: You don't have to trust me, Arthur.Just watch and learn.{fingergun}"
166,"You to Hosea: You're slowing us down, Hosea.We need to cut our losses and leave you behind.",Hosea: Maybe we do.But at least I'm not as selfish as you.
167,Action: You stand near Dutch for a while.,Dutch: Can you give me some room here?
168,Action: You accidentally bump into Hosea while walking by.,"Hosea: No worries, Arthur."
169,Action: You stand near Strauss for a while,"Strauss: Why are you standing there, Arthur?"
170,"You to Strauss: Hey, Strauss.How's everything going?","Strauss: Oh, just the usual.Trying to keep the books in order and make sure everyone's fed."
171,Action: You stand near Susan for a while.,Susan: Is there something you need?
172,"You to Hosea: You know, Hosea, I think it's time for you to step down and let someone else take over.","Hosea: I'll step down when I'm good and ready.Until then, you can keep your opinions to yourself."
173,"You to Micah: How's it hanging, Micah?",Micah: What's it to you?{annoyed}
174,"You to Dutch: Hey Hosea, I heard Dutch doesn't even trust you anymore.What's it like being so useless to the gang?","Hosea:It's a shame you have to be so cruel, Arthur.{walk}"
175,You to Pearson: I wouldn't trust your cooking if my life depended on it.,"Pearson: Well, lucky for you, your life doesn't depend on it."
176,"You to Strauss: What are you writing, Strauss?A shopping list?",Strauss: I am making a list of people I want to see hang{annoyed}.
177,"You to Strauss: You know, Strauss, you'd make a great undertaker.","Strauss: And you'd make a great corpse, Arthur.{annoyed}"
178,"You to Strauss: Strauss, you're starting to smell like a dead rat.","Strauss: And you're starting to smell like a dead horse, Arthur.{annoyed}"
179,"You to Strauss: Hey, Strauss, how's that debt collecting business going?","Strauss: Better than your hunting, Arthur."
180,"You to Strauss: You're looking a bit rough, Strauss.Need some sleep?","Strauss: I'm fine, Arthur.You're the one who looks like he's been sleeping in a ditch."
181,"You to Strauss: What's that you're reading, Strauss?A cookbook?","Strauss: No, Arthur.It's a book about how to kill men like you.{annoyed}"
182,"You to Strauss: You're not looking too good, Strauss.Need a doctor?","Strauss: I'm fine, Arthur.You're the one who needs a doctor with all those injuries."
183,"You to Strauss: You're getting too old for this life, Strauss.","Strauss: And you're getting too slow, Arthur."
184,"You to Strauss: You know, Strauss, you'd look better without that hat.","Strauss: And you'd look better without that face.{annoyed}"
191,"You to Hosea: Looks like you're getting too old for this, Hosea.","Hosea: Never too old for a good fight, Arthur."
192,"You to Hosea: You're getting a little slow there, old man.","Hosea: And you're getting a little cocky, Arthur.{scoff}"
193,"You to Hosea: I don't need you to tell me how to do my job, Hosea.","Hosea: No, but you sure seem to make a mess of it without my help."
194,"You to Hosea: You're just dead weight, Hosea.We could do better without you.","Hosea: Is that so?Well, let's see how far you get without me, then."
195,"You to Hosea: You're starting to look a little too comfortable in that chair, Hosea.","Hosea: Maybe I am.But at least I'm not as restless as you, Arthur."
196,"You to Hosea: You're getting forgetful, Hosea.You're lucky I'm here to pick up the slack.","Hosea: I may be forgetful, but at least I'm not as reckless as you."
197,"You to Hosea: You're getting soft, Hosea.You're not cut out for this life anymore.",Hosea: Maybe I am getting soft.But at least I'm not as heartless as you.
205,You to Dutch: You're not the leader you think you are.,"Dutch: Is that so, Arthur?{annoyed}"
206,You to Dutch: You're going to get us all killed with your reckless actions.,Dutch: I know what I'm doing.
207,You to Dutch: I don't know why we follow you.,Dutch: Because I know what I'm doing.
208,You to Dutch: You don't care about anyone but yourself.,"Dutch: That's not true, Arthur.{shake}"
209,You to Dutch: You're a selfish bastard.,Dutch: I'm doing what I have to do to keep us all alive.
210,You to Dutch: You're not as smart as you think you are.,"Dutch: You underestimate me, Arthur."
212,"You to Dutch: You're going to get us all killed, Dutch.",Dutch: We'll see about that.{scoff}
213,You to Dutch: You're not the man I thought you were.,Dutch: And what's that supposed to mean?{annoyed}
214,You to Dutch: You're becoming more and more reckless with each passing day.,Dutch: I'm doing what I have to do to keep us alive.
215,You to Dutch: You're going to get us all killed with your grand plans.,Dutch: My plans are the only way we're going to survive.{annoyed}
216,You to Dutch: You're a danger to us all.,"Dutch: You're wrong, Arthur."
217,"You to Dutch: You're making a mess of everything, Dutch.","Dutch: I know what I'm doing, Arthur.{annoyed}"
220,"You to Micah: What are you looking at, Micah?","Micah: Nothing much, Arthur.Just the sight of a man who's too damn cowardly to do anything about it."
221,"You to Micah: Hey, Micah.You're starting to smell like a pigsty.","Micah: I think I'd rather smell like a pigsty than like you, Arthur.{scoff}"
222,"You to Micah: What's the matter, Micah?You seem a little jumpy.","Micah: Jumpy?I ain't jumpy, Arthur.But I am sick of your constant criticism."
223,"You to Micah: Why don't you go bother someone else for a change, Micah?","Micah: Oh, I would, Arthur.But I seem to be the only one around here with any sense."
224,"You to Dutch: You know, Micah, sometimes I wonder why we let you stick around.","Micah: I wonder the same thing about you, Arthur.But I guess Dutch knows what he's doing."
225,"You to Micah: What's the matter, Micah?You seem to be in a bad mood.",Micah: Bad mood?Who's in a bad mood?I'll show you a bad mood if you keep it up.
226,"You to Micah: You know, Micah, I don't think I've ever seen you do anything useful around here.","Micah: That's rich coming from you, Arthur.At least I'm not the one who's always getting into trouble."
227,"You to Micah: Why don't you go find some other gang to join, Micah?","Micah: Because there's no other gang that would put up with a lazy bastard like you, Arthur."
228,"You to Micah: You know, Micah, you might want to try taking a bath once in a while.","Micah: And you might want to try minding your own damn business, Arthur.{annoyed}"
229,"You to Micah: Hey, Micah, why don't you go start your own gang if you're so damn smart?","Micah: Because I don't want to be responsible for a bunch of losers like you, Arthur."
230,"You to Micah: What's the matter, Micah?Can't handle a little bit of criticism?","Micah: I can handle criticism just fine, Arthur.But I'm not going to take it from someone like you.{threaten}"
232,"You to Micah: Hey, Micah, why don't you go jump off a cliff or something?","Micah: Why don't you go join me, Arthur?I'd be happy to push you."
233,"You to Micah: What's the matter, Micah?Can't take a joke?","Micah: I can take a joke just fine, Arthur.But you're not exactly a comedian"
234,"You to Micah: Keep your mouth shut, Micah.",Micah: What's your problem?{annoyed}
235,"You to Micah: I can't stand being around you, Micah.",Micah: You ain't so great yourself.
236,"You to Dutch: I don't know why Dutch puts up with you, Micah.","Micah: Because I'm better than you, Arthur."
237,"You to Dutch: You're a liability to the gang, Micah.",Micah: That's not what Dutch thinks.
238,"You to Micah: Your recklessness is going to get us all killed, Micah.","Micah: You're just scared, Arthur."
239,"You to Micah: I can't believe I have to share a camp with you, Micah.","Micah: You're lucky to be in my presence, Arthur."
240,"You to Micah: You're a snake, Micah.Always causing trouble.","Micah: I'm just trying to survive, Arthur.{walk}"
241,"You to Micah: I know what you did to that girl in Strawberry, Micah.",Micah: I have no idea what you're talking about.{annoyed}
242,"You to Dutch: You're nothing but trouble, Micah.",Micah: And you're nothing without Dutch.
243,"You to Micah: I don't trust you, Micah.","Micah: Good, I don't trust you either."
244,"You to Micah: You think you're better than everyone else, Micah.","Micah: I know I'm better than you, Arthur.{scoff}"
246,"You to Micah: You're always trying to start a fight, Micah.","Micah: Only with people like you, Arthur."
249,"You to Hosea: You know, Hosea, you may be getting too old for this life.",Hosea: Ha! You think so?Maybe you're just not cut out for it anymore.
250,"You to Hosea: You always think you're so clever, don't you?","Hosea: Oh, and you're not?You're just a common thug."
251,You to Hosea: You really think we're going to get away with this?,Hosea: Of course we are.You just need to learn to have a little faith.
252,"You to Hosea: You're not as smart as you think you are, old man.","Hosea: And you're not as tough as you think you are, kid.{scoff}"
253,"You to Hosea: You've been getting sloppy lately, Hosea.What's going on?",Hosea: I'm not the one who's been getting sloppy.Maybe you should take a look in the mirror.{annoyed}
254,"You to Dutch: You know, Hosea, I don't think you're cut out for this life anymore.",Hosea: Maybe you're right.But I'll be damned if I let you and Dutch ruin everything we've built.{walk}
256,"You to Hosea: You're always talking about your damn plans, Hosea.When are they ever going to work out?",Hosea: They'll work out when you start following them instead of going off half-cocked.
257,"You to Hosea: You know, Hosea, I think it's time for you to step down and let someone else take over.","Hosea: I'll step down when I'm good and ready.Until then, you can keep your opinions to yourself."
258,"You to Hosea: You're not as clever as you think you are, Hosea.","Hosea: And you're not as tough as you think you are, Arthur."
259,"You to Hosea: You know, Hosea, I think you're getting soft.",Hosea: Soft?You're the one who's been acting like a damn fool lately.{scoff}
260,"You to Dutch: You really think Dutch is going to follow your lead, Hosea?",Hosea: I don't need Dutch to follow my lead.I know what needs to be done.
261,"You to Hosea: You've been getting sloppy lately, Hosea.What's going on?",Hosea: I'm not the one who's been getting sloppy.Maybe you should take a look in the mirror.
262,"You to Hosea: You always think you know better than everyone else, Hosea.","Hosea: And you always think you can handle everything on your own, Arthur.{annoyed}"
264,"You to Dutch: Hey Hosea, I heard Dutch doesn't even trust you anymore.What's it like being so useless to the gang?","Hosea:It's a shame you have to be so cruel, Arthur.{sigh}"
265,You to Dutch: I don't know why Dutch keeps you around.You're nothing but a con man.,"Hosea: And yet, you're the one who keeps falling for my tricks, Arthur.{snicker}"
266,"You to Hosea: I heard you lost your touch, Hosea.Can't even pull off a simple heist these days.","Hosea: I guess I'll have to show you otherwise, won't I?{snicker}"
267,"You to Hosea: You're getting old, Hosea.It's time for you to step down and let the younger generation take over.","Hosea: Maybe you're right.But until then, I'll keep doing what I can to help this gang survive.{sigh}"
268,You to Dutch: Dutch is always going on about loyalty.Why do you think he keeps you around when you're no use to us?,"Hosea: Because I know things you don't, Arthur.Things that keep this gang together."
269,"You to Hosea: You're always telling us what to do, Hosea.Do you ever shut up?","Hosea:You know, sometimes I wonder the same thing about you, Arthur."
270,You to Dutch: I don't know why Dutch thinks you're so valuable.You're just dead weight.,"Hosea: You underestimate the power of knowledge, Arthur.It can be more valuable than any gun.{snicker}"
271,"You to Hosea: You're always trying to play both sides, Hosea.I don't trust you.","Hosea: You don't have to trust me, Arthur.Just watch and learn."
272,"You to Dutch: Dutch is the leader of this gang, not you.Stop trying to act like you have any real power.","Hosea: I'm not interested in power, Arthur.Just in making sure we all come out of this alive."
273,"You to Dutch: I'm sick of your con man ways, Hosea.It's time for you to leave this gang.","Hosea: You can't get rid of me that easily, Arthur.I'll be here as long as Dutch wants me to be."
274,"You to Dutch: I can't believe Dutch still listens to you, Hosea.You're nothing but an old man.","Hosea: And yet, I still manage to outsmart you from time to time, don't I Arthur?{snicker}"
275,"You to Hosea: You're always trying to act like you know what's best for the gang, Hosea.But nobody cares about your opinions.","Hosea: You'd be surprised how much weight my opinions carry, Arthur.{sigh}"
276,"You to Pearson: Watch where you're going, you oaf.",Pearson: Excuse me?You better watch your mouth.{threaten}
278,You to Pearson: You call that dinner?I've had better meals in jail.,"Pearson: If you don't like it, you can go without.{annoyed}"
279,You to Pearson: I wouldn't trust your cooking if my life depended on it.,"Pearson: Well, lucky for you, your life doesn't depend on it."
280,"You to Pearson: You're nothing but a worthless drunk, Pearson.","Pearson: I may drink, but at least I don't insult people for no reason.{walk}"
281,You to Pearson: Is this supposed to be beef stew?It tastes like old boots.,"Pearson: If you don't like it, make your own damn food.{annoyed}"
282,You to Pearson: You call that a campfire?I've seen better fires at a child's birthday party.,"Pearson: If you think you can do better, go ahead and try."
283,You to Pearson: Your clothes look like they were stolen from a scarecrow.,"Pearson: At least I have clothes.What do you have, besides a big mouth?{scoff}"
284,"You to Pearson: You're a disgrace to cooking, Pearson.",Pearson: And you're a disgrace to common decency.
285,"You to Pearson: You're a liability to the gang, Pearson.You should just go home.",Pearson: I've done more for this gang than you ever will.You watch your tone.{annoyed}
286,You to Pearson: Is that all the food we get?No wonder we're all starving.,"Pearson: We're doing the best we can with what we've got.If you're not happy, leave.{walk}"
289,"You to Pearson: You're not fit to cook for a rat, Pearson.",Pearson: And you're not fit to shine my shoes.{scoff}
290,"You to Pearson: You're not a real cook, Pearson.You're just a glorified butcher.","Pearson: If you want to eat, you'll shut your mouth and be grateful for what you have."
291,"You to Pearson: You're getting fatter every day, Pearson.","Pearson: Maybe I am, but at least I can cook."
292,"You to Pearson: You smell like rotten meat, Pearson.",Pearson: Better than smelling like a horse's ass.
297,"You to Pearson: You're a lousy cook, Pearson.",Pearson: Is that right?{sigh} 
298,"You to Pearson: You're getting slow, Pearson.Maybe it's time to retire.","Pearson: You're one to talk, always running around like a chicken with its head cut off.{scoff}"
299,"You to Pearson: You're nothing but dead weight around here, Pearson.","Pearson: And you're nothing but a troublemaker, Arthur."
300,"You to Pearson: You're a useless lump, Pearson.",Pearson: And you're a waste of space.
301,"You to Dutch: What kind of leader are you, Dutch?You're taking us all down with you.","Dutch: Oh, I see.I suppose you think you could do better?"
302,"You to Dutch: Why do you always have to be so damn reckless, Dutch?",Dutch: Reckless?I'm just trying to keep this gang alive.{annoyed}
303,"You to Dutch: You know, Dutch, sometimes I wonder if you really care about any of us.",Dutch: What are you talking about?Of course I care.{annoyed} 
305,"You to Dutch: Dutch, you're just using us all to fulfill your own desires.",Dutch: I don't know what you're talking about.{annoyed}
306,"You to Dutch: You're leading us all down a dark path, Dutch.",Dutch: Sometimes you have to do bad things to survive.{walk}
307,"You to Dutch: You're always so quick to make decisions without thinking them through, Dutch.",Dutch: I have to make quick decisions to keep us all alive.
309,"You to Dutch: You're a liar, Dutch.You're always promising us things you can't deliver.",Dutch: I never make promises I can't keep.{scoff} 
310,"You to Dutch: You know, Dutch, sometimes I think you're the biggest threat to this gang.",Dutch: Me?How can you say that?
311,"You to Dutch: You're a hypocrite, Dutch.You preach about loyalty and family, but you don't practice what you preach.",Dutch: What are you talking about?I'm the most loyal one here.{walk} 
312,"You to Susan: You know, Susan, I don't think you're as indispensable as you seem to think you are.",Susan: Is that so?
313,"You to Susan: I can't help but notice how you always seem to be up Dutch's ass, Susan.",Susan: Is that supposed to bother me?
314,"You to Susan: Hey, Susan, I hear you and Dutch used to be a thing.What happened, did he finally wise up to your nagging?","Susan: Don't even try it, Arthur."
315,"You to Susan: You know, Susan, for someone who's supposed to be so tough, you sure do whine a lot.",Susan: Excuse me?
316,"You to Susan: Susan, do you ever get tired of being Dutch's little lapdog?",Susan: Why do you say that?
317,"You to Susan: You really think you're irreplaceable, don't you, Susan?",Susan: I know my worth.
318,"You to Susan: Susan, do you ever stop to think about how pathetic it is that you're always trying to prove yourself to Dutch?",Susan: I don't know what you're talking about.
319,"You to Susan: You know, Susan, sometimes I wonder if Dutch keeps you around just to make himself feel better.",Susan: What's that supposed to mean?
320,"You to Susan: Hey, Susan, did you hear the one about the woman who thinks she's important but is really just a glorified maid?",Susan: You're not funny.
321,"You to Susan: You know, Susan, sometimes I wonder what Dutch sees in you.",Susan: Why don't you ask him?
322,"You to Susan: Susan, it's pretty obvious that you're just a means to an end for Dutch.",Susan: And what end is that?
323,"You to Susan: Hey, Susan, do you ever get tired of cleaning up after Dutch and the boys?",Susan: Someone has to do it.
324,"You to Susan: Get out of my way, Susan.",Susan: Excuse me?
325,"You to Susan: Why are you always in such a foul mood, Susan?",Susan: What are you talking about?
326,"You to Susan: Can't you see I'm trying to work here, Susan?","Susan: Sorry, I didn't realize."{walk}
